Locus,chr,AGPv2_start,AGPv2_end,cM,predict_start,predict_end,Difference
IDP254,1,"108,265,845","108,266,261",158.4,"98,285,558","112,247,165",-----
IDP845,1,"108,265,963","108,266,982",158.4,"98,285,558","112,247,165",-----
IDP4908,1,"108,623,245","108,624,179",158.4,"98,285,558","112,247,165",-----
IDP4552,1,"108,705,028","108,706,694",158.4,"98,285,558","112,247,165",-----
TIDP3438,1,"110,493,152","110,493,752",159,"120,057,497","159,043,136","9,563,745"
TIDP7123,1,"110,637,104","110,641,828",158.4,"98,285,558","112,247,165",-----
IDP7399,1,"111,271,818","111,275,282",158.4,"98,285,558","112,247,165",-----
TIDP8792,1,"111,277,426","111,279,125",155.8,"96,266,213","105,275,145","6,002,281"
TIDP5391,1,"111,416,722","111,418,229",155.8,"96,266,213","105,275,145","6,141,577"
IDP4293,1,"111,908,662","111,909,785",158.4,"98,285,558","112,247,165",-----
TIDP4564,1,"112,140,604","112,141,725",155.8,"96,266,213","105,275,145","6,865,459"
IDP7178,1,"115,180,663","115,184,704",158.4,"98,285,558","112,247,165","2,933,498"
IDP4065,1,"115,311,877","115,314,254",159,"120,057,497","159,043,136","4,743,243"
IDP5918,1,"119,549,348","119,550,150",158.4,"98,285,558","112,247,165","7,302,183"
IDP2576b,1,"119,998,928","120,000,079",159,"120,057,497","159,043,136","57,418"
IDP1407,1,"119,999,096","119,999,945",159,"120,057,497","159,043,136","57,552"
csu1138,1,"120,194,433","120,194,783",161.1,"160,230,669","162,608,829","40,035,886"
umc1461,1,"122,137,662","122,139,187",159,"120,057,497","159,043,136",-----
TIDP5208,1,"140,919,283","140,920,601",159,"120,057,497","159,043,136",-----
IDP7590,1,"141,071,012","141,072,711",158.4,"98,285,558","112,247,165","28,823,847"
TIDP6426,1,"141,730,092","141,730,944",159,"120,057,497","159,043,136",-----
TIDP5565,1,"141,816,953","141,818,025",159,"120,057,497","159,043,136",-----
TIDP3298,1,"142,652,197","142,652,590",159,"120,057,497","159,043,136",-----
umc1076,1,"143,517,014","143,517,797",159,"120,057,497","159,043,136",-----
IDP8049,1,"143,880,590","143,881,730",158.4,"98,285,558","112,247,165","31,633,425"
IDP4246,1,"144,810,513","144,811,520",158.4,"98,285,558","112,247,165","32,563,348"
TIDP6143,1,"145,860,013","145,861,499",161.1,"160,230,669","162,608,829","14,369,170"
TIDP8798,1,"147,013,573","147,014,698",159,"120,057,497","159,043,136",-----
TIDP6709,1,"147,126,002","147,127,285",159,"120,057,497","159,043,136",-----
TIDP5752,1,"147,463,300","147,464,203",159,"120,057,497","159,043,136",-----
TIDP5101,1,"147,894,847","147,896,860",159,"120,057,497","159,043,136",-----
AY110396,1,"147,989,696","147,990,422",161.1,"160,230,669","162,608,829","12,240,247"
IDP4431,1,"148,229,555","148,231,422",158.4,"98,285,558","112,247,165","35,982,390"
IDP4814,1,"148,235,556","148,236,361",158.4,"98,285,558","112,247,165","35,988,391"
umc1676,1,"148,627,351","148,628,214",159,"120,057,497","159,043,136",-----
IDP1675,1,"149,553,111","149,553,808",158.4,"98,285,558","112,247,165","37,305,946"
IDP7344,1,"150,224,188","150,226,591",158.4,"98,285,558","112,247,165","37,977,023"
IDP5854,1,"151,069,075","151,070,207",158.4,"98,285,558","112,247,165","38,821,910"
IDP7310,1,"151,675,690","151,677,106",158.4,"98,285,558","112,247,165","39,428,525"
TIDP6710,1,"151,734,149","151,735,274",159,"120,057,497","159,043,136",-----
IDP4549,1,"153,067,340","153,069,203",158.4,"98,285,558","112,247,165","40,820,175"
TIDP6456,1,"153,714,825","153,715,853",159,"120,057,497","159,043,136",-----
IDP4848,1,"154,003,010","154,004,107",159,"120,057,497","159,043,136",-----
IDP8606,1,"154,042,149","154,045,503",158.4,"98,285,558","112,247,165","41,794,984"
IDP6931,1,"154,314,804","154,317,735",159,"120,057,497","159,043,136",-----
IDP4445,1,"154,517,733","154,519,164",158.4,"98,285,558","112,247,165","42,270,568"
IDP4529,1,"155,454,620","155,456,059",158.4,"98,285,558","112,247,165","43,207,455"
IDP7632,1,"156,047,648","156,049,561",158.4,"98,285,558","112,247,165","43,800,483"
IDP2571,1,"156,048,645","156,050,977",159,"120,057,497","159,043,136",-----
umc2231,1,"156,217,009","156,217,580",159,"120,057,497","159,043,136",-----
IDP6948,1,"157,173,623","157,177,142",159,"120,057,497","159,043,136",-----
TIDP5304,1,"158,480,299","158,484,252",159,"120,057,497","159,043,136",-----
IDP4936,1,"158,925,346","158,927,181",158.4,"98,285,558","112,247,165","46,678,181"
TIDP6390,1,"159,962,799","159,964,826",159,"120,057,497","159,043,136","919,663"
IDP4228,1,"160,222,488","160,224,842",159,"120,057,497","159,043,136","1,179,352"
TIDP5272,1,"160,295,185","160,297,170",159,"120,057,497","159,043,136","1,252,049"
TIDP5475,1,"162,417,673","162,419,778",164.8,"162,428,256","165,229,816","8,478"
umc1906,1,"162,586,568","162,586,885",164.2,"147,987,380","162,428,255","158,313"
AI855190,1,"164,090,469","164,091,279",164.8,"162,428,256","165,229,816",-----
umc2232,1,"164,508,927","164,509,358",164.8,"162,428,256","165,229,816",-----
umc1395,1,"164,555,621","164,557,259",164.8,"162,428,256","165,229,816",-----
IDP6975,1,"165,083,322","165,086,168",164.8,"162,428,256","165,229,816",-----
IDP4511,1,"165,203,655","165,204,864",166.2,"167,835,041","168,695,752","2,630,177"
umc2233,1,"165,404,557","165,405,077",164.8,"162,428,256","165,229,816","174,741"
umc1603,1,"165,406,002","165,406,555",166.2,"167,835,041","168,695,752","2,428,486"
umc1601,1,"166,770,809","166,770,972",164.8,"162,428,256","165,229,816","1,540,993"
TIDP5689,1,"166,961,373","166,963,218",166.2,"167,835,041","168,695,752","871,823"
IDP7351,1,"167,000,549","167,002,745",166.2,"167,835,041","168,695,752","832,296"
IDP34,1,"167,030,987","167,032,710",167.4,"173,096,051","173,305,634","6,063,341"
IDP653,1,"167,950,653","167,953,497",164.8,"162,428,256","165,229,816","2,720,837"
TIDP6123,1,"168,599,432","168,600,341",166.2,"167,835,041","168,695,752",-----
TIDP6350,1,"168,694,213","168,695,095",166.6,"167,029,744","170,975,679",-----
mmp95,1,"170,475,942","170,476,306",166.6,"167,029,744","170,975,679",-----
IDP7414,1,"170,534,344","170,537,226",166.6,"167,029,744","170,975,679",-----
TIDP3199,1,"170,847,955","170,848,650",166.2,"167,835,041","168,695,752","2,152,203"
IDP6593,1,"170,850,689","170,852,078",166.2,"167,835,041","168,695,752","2,154,937"
IDP6626,1,"170,852,069","170,853,215",166.2,"167,835,041","168,695,752","2,156,317"
IDP637,1,"172,020,872","172,022,323",167.4,"173,096,051","173,305,634","1,073,728"
IDP451,1,"172,022,115","172,022,410",167.4,"173,096,051","173,305,634","1,073,641"
IDP4951,1,"172,080,363","172,081,318",167.4,"173,096,051","173,305,634","1,014,733"
IDP4968,1,"173,143,761","173,145,984",169.7,"173,096,051","174,403,878",-----
IDP7530,1,"173,228,036","173,228,771",166.6,"167,029,744","170,975,679","2,252,357"
uaz273,1,"173,228,669","173,230,255",166.6,"167,029,744","170,975,679","2,252,990"
uaz276,1,"173,281,068","173,281,901",167.4,"173,096,051","173,305,634",-----
TIDP5117,1,"174,377,040","174,378,630",172.6,"173,096,051","178,030,634",-----
IDP2452,1,"174,634,741","174,636,156",172.6,"173,096,051","178,030,634",-----
TIDP3496,1,"174,669,627","174,670,196",172.6,"173,096,051","178,030,634",-----
umc67a,1,"175,642,920","175,643,202",172.6,"173,096,051","178,030,634",-----
IDP7471,1,"176,053,634","176,054,711",172.6,"173,096,051","178,030,634",-----
IDP7935,1,"176,512,769","176,515,520",172.6,"173,096,051","178,030,634",-----
TIDP2888,1,"176,755,790","176,758,579",172.6,"173,096,051","178,030,634",-----
TIDP4573,1,"177,027,224","177,029,078",172.6,"173,096,051","178,030,634",-----
IDP4194,1,"177,595,137","177,598,331",172.6,"173,096,051","178,030,634",-----
TIDP5685,1,"177,611,745","177,614,286",172.6,"173,096,051","178,030,634",-----
TIDP3346,1,"178,007,902","178,011,076",173.8,"177,596,777","179,625,871",-----
umc1972,1,"178,008,176","178,008,970",173.8,"177,596,777","179,625,871",-----
IDP4772,1,"178,266,542","178,268,195",173.8,"177,596,777","179,625,871",-----
TIDP3737,1,"178,319,859","178,322,573",173.8,"177,596,777","179,625,871",-----
IDP8401,1,"179,588,841","179,590,829",175.3,"179,438,857","180,453,695",-----
IDP7797,1,"179,594,979","179,598,161",173.8,"177,596,777","179,625,871",-----
IDP9004,1,"179,641,773","179,644,003",175.3,"179,438,857","180,453,695",-----
IDP741,1,"179,641,834","179,643,327",175.3,"179,438,857","180,453,695",-----
IDP7221,1,"179,989,566","179,991,212",175.3,"179,438,857","180,453,695",-----
TIDP6392,1,"180,336,222","180,337,856",175.3,"179,438,857","180,453,695",-----
IDP8533,1,"180,337,818","180,342,651",176.8,"180,248,365","180,856,780",-----
IDP8220,1,"180,695,695","180,697,557",176.8,"180,248,365","180,856,780",-----
umc1812,1,"180,716,274","180,717,420",178.5,"181,330,909","182,633,561","613,489"
TIDP3585,1,"180,716,299","180,717,875",176.8,"180,248,365","180,856,780",-----
IDP7275,1,"180,818,297","180,819,572",176.8,"180,248,365","180,856,780",-----
TIDP8762,1,"180,828,216","180,828,867",178.5,"181,330,909","182,633,561","502,042"
TIDP5471,1,"180,942,041","180,943,593",178.5,"181,330,909","182,633,561","387,316"
IDP4188,1,"181,193,652","181,194,957",176.8,"180,248,365","180,856,780","336,872"
IDP5050,1,"181,196,589","181,197,734",176.8,"180,248,365","180,856,780","339,809"
IDP4186,1,"181,443,595","181,445,166",176.8,"180,248,365","180,856,780","586,815"
IDP4052,1,"181,494,162","181,497,537",176.8,"180,248,365","180,856,780","637,382"
TIDP6309,1,"181,623,855","181,624,667",178.5,"181,330,909","182,633,561",-----
TIDP3541,1,"182,538,434","182,541,424",181.6,"181,577,020","183,904,444",-----
umc1590,1,"182,926,541","182,927,313",181.6,"181,577,020","183,904,444",-----
IDP4287,1,"183,557,759","183,558,960",183,"183,774,204","184,315,490","215,244"
IDP1703,1,"183,798,429","183,798,845",183.7,"183,774,204","183,904,444",-----
IDP1951,1,"183,801,597","183,802,558",183,"183,774,204","184,315,490",-----
TIDP2857,1,"183,804,477","183,808,551",182.6,"182,886,498","183,691,895","112,582"
IDP7408,1,"183,814,041","183,817,286",184.7,"184,315,491","184,953,190","498,205"
IDP6867,1,"184,004,931","184,006,494",183.7,"183,774,204","183,904,444","100,487"
TIDP6661,1,"184,241,826","184,242,512",182.6,"182,886,498","183,691,895","549,931"
TIDP6518,1,"184,242,382","184,244,375",184.7,"184,315,491","184,953,190","71,116"
IDPCP110252,1,"184,380,392","184,382,012",183.7,"183,774,204","183,904,444","475,948"
umc1811,1,"184,699,381","184,700,585",184.7,"184,315,491","184,953,190",-----
IDP846,1,"184,779,861","184,782,583",186.1,"187,365,002","187,740,322","2,582,419"
IDP4189,1,"184,835,288","184,836,071",184.7,"184,315,491","184,953,190",-----
IDP8438,1,"184,862,024","184,864,051",186.1,"187,365,002","187,740,322","2,500,951"
IDP8277,1,"184,892,472","184,894,238",186.1,"187,365,002","187,740,322","2,470,764"
bnlg2057,1,"185,016,727","185,017,139",184.7,"184,315,491","184,953,190","63,537"
TIDP3262,1,"187,399,919","187,400,877",184.7,"184,315,491","184,953,190","2,446,729"
umc2234,1,"187,399,965","187,400,660",184.7,"184,315,491","184,953,190","2,446,775"
TIDP3261,1,"187,641,140","187,644,231",187.6,"184,777,694","188,912,404",-----
IDP8202,1,"187,668,454","187,670,339",187.6,"184,777,694","188,912,404",-----
umc1123,1,"188,014,690","188,015,150",187.6,"184,777,694","188,912,404",-----
IDP7936,1,"188,031,059","188,035,038",187.6,"184,777,694","188,912,404",-----
IDP4157,1,"188,903,073","188,905,406",193.5,"187,975,047","189,403,921",-----
IDP156,1,"189,086,513","189,089,335",193.5,"187,975,047","189,403,921",-----
AY104360,1,"189,354,230","189,356,767",194.6,"188,960,253","190,769,768",-----
TIDP3285,1,"189,399,516","189,402,995",194.6,"188,960,253","190,769,768",-----
mmp156,1,"189,593,302","189,594,029",194.6,"188,960,253","190,769,768",-----
TIDP5181,1,"190,696,623","190,698,529",196.7,"189,544,727","191,132,927",-----
umc1396,1,"191,089,609","191,089,856",198.6,"191,856,794","193,855,188","766,938"
IDP7405,1,"191,440,782","191,443,370",196.7,"189,544,727","191,132,927","307,855"
TIDP5807,1,"191,450,823","191,452,701",198.6,"191,856,794","193,855,188","404,093"
umc2235,1,"191,472,282","191,473,052",198.6,"191,856,794","193,855,188","383,742"
TIDP3617,1,"191,857,044","191,861,017",196.7,"189,544,727","191,132,927","724,117"
umc1748,1,"191,860,023","191,860,425",201,"191,346,129","194,005,389",-----
bnlg1615,1,"192,967,435","192,968,163",208.7,"195,180,770","195,573,974","2,212,607"
TIDP3582,1,"193,044,771","193,047,009",208.7,"195,180,770","195,573,974","2,133,761"
IDP7280,1,"193,255,075","193,256,037",196.7,"189,544,727","191,132,927","2,122,148"
IDP7200,1,"193,319,664","193,325,584",196.7,"189,544,727","191,132,927","2,186,737"
csu805,1,"193,323,063","193,323,254",201,"191,346,129","194,005,389",-----
IDP2465,1,"193,790,817","193,794,396",196.7,"189,544,727","191,132,927","2,657,890"
IDP7844,1,"193,871,772","193,875,958",204.8,"192,933,927","193,418,113","453,659"
TIDP3001,1,"194,491,299","194,493,688",208.7,"195,180,770","195,573,974","687,082"
ntf1,1,"194,493,590","194,493,815",204.8,"192,933,927","193,418,113","1,075,477"
IDP8004,1,"194,539,954","194,542,226",204.8,"192,933,927","193,418,113","1,121,841"
IDP7451,1,"194,661,668","194,663,809",204.8,"192,933,927","193,418,113","1,243,555"
TIDP6542,1,"194,728,691","194,732,570",208.7,"195,180,770","195,573,974","448,200"
TIDP5090,1,"194,737,436","194,738,619",208.7,"195,180,770","195,573,974","442,151"
AY111153,1,"194,748,929","194,749,648",208.7,"195,180,770","195,573,974","431,122"
IDP790,1,"194,992,998","194,994,761",208.7,"195,180,770","195,573,974","186,009"
TIDP2781,1,"195,040,280","195,042,558",208.7,"195,180,770","195,573,974","138,212"
IDP8951,1,"195,150,199","195,152,690",208.7,"195,180,770","195,573,974","28,080"
IDP4057,1,"195,187,076","195,190,130",208.7,"195,180,770","195,573,974",-----
mmp123,1,"195,187,786","195,188,542",204.8,"192,933,927","193,418,113","1,769,673"
TIDP5292,1,"195,486,373","195,487,151",209.8,"195,430,362","195,714,439",-----
TIDP2682,1,"195,490,757","195,491,728",209.8,"195,430,362","195,714,439",-----
umc1709,1,"195,557,657","195,559,534",208.7,"195,180,770","195,573,974",-----
php20644,1,"195,650,183","195,651,867",210.6,"195,430,362","197,404,358",-----
TIDP5390,1,"195,776,200","195,777,701",210.6,"195,430,362","197,404,358",-----
IDP8445,1,"195,885,698","195,887,863",210.6,"195,430,362","197,404,358",-----
IDP295,1,"195,921,379","195,923,212",210.6,"195,430,362","197,404,358",-----
IDP8583,1,"196,369,481","196,374,954",210.6,"195,430,362","197,404,358",-----
ufg50,1,"197,259,794","197,260,214",212.4,"196,288,117","197,404,358",-----
IDP8292,1,"197,385,620","197,392,589",213.2,"197,251,378","198,240,033",-----
umc2236,1,"198,131,843","198,132,552",215.2,"197,251,378","199,025,962",-----
IDP8433,1,"198,229,459","198,231,872",215.2,"197,251,378","199,025,962",-----
IDP8340,1,"198,277,701","198,280,192",215.2,"197,251,378","199,025,962",-----
umc1925,1,"198,898,120","198,898,782",216.3,"200,400,148","201,559,637","1,501,366"
IDP7979,1,"199,107,718","199,111,838",215.2,"197,251,378","199,025,962","81,756"
IDP8161,1,"199,274,772","199,276,595",215.2,"197,251,378","199,025,962","248,810"
IDP8516,1,"199,405,983","199,409,005",215.2,"197,251,378","199,025,962","380,021"
IDP1972,1,"199,487,137","199,487,673",215.2,"197,251,378","199,025,962","461,175"
TIDP6255,1,"200,004,572","200,005,448",215.2,"197,251,378","199,025,962","978,610"
TIDP2735,1,"200,408,942","200,410,716",215.2,"197,251,378","199,025,962","1,382,980"
umc2237,1,"200,724,327","200,726,452",216.3,"200,400,148","201,559,637",-----
TIDP5254,1,"201,486,169","201,488,047",223.1,"200,720,800","202,309,014",-----
TIDP4586,1,"201,488,358","201,489,814",223.1,"200,720,800","202,309,014",-----
umc2238,1,"202,200,788","202,201,328",226,"203,109,971","204,143,407","908,643"
IDP8002,1,"202,595,024","202,598,742",226,"203,109,971","204,143,407","511,229"
TIDP9165,1,"202,625,153","202,625,812",226,"203,109,971","204,143,407","484,159"
TIDP9210,1,"202,625,206","202,625,794",226,"203,109,971","204,143,407","484,177"
csu374b,1,"203,172,622","203,172,773",223.1,"200,720,800","202,309,014","863,608"
IDP6917,1,"203,565,604","203,566,957",226,"203,109,971","204,143,407",-----
TIDP5787,1,"203,589,057","203,591,231",226,"203,109,971","204,143,407",-----
IDP4134,1,"204,061,786","204,063,367",226.3,"204,143,508","204,850,889","80,141"
TIDP5079,1,"204,259,996","204,261,306",226,"203,109,971","204,143,407","116,589"
IDP4788,1,"204,368,985","204,369,874",226.3,"204,143,508","204,850,889",-----
IDP6810,1,"204,439,610","204,442,043",226.3,"204,143,508","204,850,889",-----
IDP7333,1,"204,756,764","204,758,041",226.8,"205,724,102","206,844,453","966,061"
IDP7239,1,"204,801,126","204,801,998",226.3,"204,143,508","204,850,889",-----
TIDP6519,1,"204,858,749","204,862,826",226.3,"204,143,508","204,850,889","7,860"
IDP716,1,"204,867,162","204,869,510",226.3,"204,143,508","204,850,889","16,273"
IDP8582,1,"204,867,833","204,868,855",226.3,"204,143,508","204,850,889","16,944"
IDP8282,1,"204,868,819","204,871,622",226.3,"204,143,508","204,850,889","17,930"
IDP8356,1,"205,191,825","205,194,710",226.3,"204,143,508","204,850,889","340,936"
IDP4890,1,"205,736,778","205,738,004",226.3,"204,143,508","204,850,889","885,889"
umc1358,1,"206,821,849","206,822,065",232.3,"204,724,521","209,686,060",-----
IDP4695,1,"207,027,112","207,028,467",232.3,"204,724,521","209,686,060",-----
IDP4068,1,"207,400,401","207,401,315",232.3,"204,724,521","209,686,060",-----
AY111834,1,"207,529,776","207,530,078",232.3,"204,724,521","209,686,060",-----
IDP7438,1,"207,602,988","207,605,652",232.3,"204,724,521","209,686,060",-----
TIDP5582,1,"209,522,287","209,524,002",235.2,"210,055,288","210,678,454","531,286"
IDP8950,1,"209,791,946","209,793,446",232.3,"204,724,521","209,686,060","105,886"
IDP8655,1,"210,100,287","210,101,329",235.2,"210,055,288","210,678,454",-----
IDP7768,1,"210,150,374","210,152,377",235.2,"210,055,288","210,678,454",-----
IDPCP86382,1,"210,150,374","210,152,377",232.3,"204,724,521","209,686,060","464,314"
IDP4835,1,"210,571,942","210,573,068",236.6,"210,055,288","211,287,443",-----
IDP4480,1,"211,260,026","211,261,026",238,"210,522,046","211,704,750",-----
TIDP5342,1,"211,324,507","211,326,658",238,"210,522,046","211,704,750",-----
TIDP6245,1,"211,331,276","211,332,486",238,"210,522,046","211,704,750",-----
TIDP6103,1,"211,673,400","211,674,838",238.4,"212,899,665","213,264,102","1,224,827"
IDP243,1,"212,946,862","212,953,860",238,"210,522,046","211,704,750","1,242,112"
TIDP3252,1,"212,946,862","212,953,860",238.4,"212,899,665","213,264,102",-----
TIDP6239,1,"212,986,619","212,987,789",238.4,"212,899,665","213,264,102",-----
TIDP3379,1,"213,226,725","213,227,291",238.8,"213,141,678","214,921,544",-----
IDP8564,1,"213,228,802","213,231,192",238.4,"212,899,665","213,264,102",-----
IDP7842,1,"213,260,218","213,261,727",238.4,"212,899,665","213,264,102",-----
IDP641,1,"214,648,429","214,651,050",238.8,"213,141,678","214,921,544",-----
TIDP3052,1,"214,844,820","214,847,991",241.2,"214,551,343","214,997,723",-----
TIDP5507,1,"214,924,770","214,926,228",243,"214,729,297","215,499,219",-----
IDP8154,1,"215,398,661","215,401,029",246.4,"214,921,545","217,336,395",-----
TIDP7072,1,"215,762,112","215,765,160",246.4,"214,921,545","217,336,395",-----
TIDP6397,1,"216,072,019","216,073,324",246.4,"214,921,545","217,336,395",-----
TIDP5686,1,"216,157,651","216,158,819",246.4,"214,921,545","217,336,395",-----
TIDP5380,1,"216,159,187","216,160,869",246.4,"214,921,545","217,336,395",-----
IDP7584,1,"216,471,624","216,472,864",246.4,"214,921,545","217,336,395",-----
IDP7175,1,"216,687,850","216,693,606",246.4,"214,921,545","217,336,395",-----
TIDP7061,1,"216,693,747","216,694,618",246.4,"214,921,545","217,336,395",-----
IDP7985,1,"216,762,411","216,763,135",246.4,"214,921,545","217,336,395",-----
TIDP5765,1,"216,873,103","216,874,690",246.4,"214,921,545","217,336,395",-----
IDP856,1,"217,278,504","217,281,717",246.4,"214,921,545","217,336,395",-----
IDP4110,1,"217,289,958","217,291,497",247.6,"217,522,374","217,969,622","230,877"
TIDP6692,1,"217,605,150","217,606,493",246.4,"214,921,545","217,336,395","268,755"
IDP4987,1,"217,889,550","217,892,014",249.4,"217,260,344","222,711,359",-----
IDP8470,1,"217,919,985","217,922,122",249.4,"217,260,344","222,711,359",-----
TIDP5098,1,"217,945,671","217,946,979",251,"222,357,057","222,711,359","4,410,078"
